"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000131652",109.897117031923,0.0859899572864528,0.171786309016972,0.500563506943718,0.616678350852596,0.716484472594841,"THOC6","79228","THO complex 6"
"ENSG00000165923",3.27265855503425,0.499543532401524,0.998185256871489,0.500451723728311,0.616757040856282,0.716519412591824,"AGBL2","79841","ATP/GTP binding protein like 2"
"ENSG00000091972",6.81235700158874,-0.356447916365986,0.712963520735308,-0.499952530528303,0.617108502558756,0.716871215473394,"CD200","4345","CD200 molecule"
"ENSG00000243667",15.8446985275007,0.222853603652642,0.445818973693756,0.499874650480278,0.617163342656955,0.716878416147399,"WDR92","116143","WD repeat domain 92"
"ENSG00000111670",1371.51775445814,0.0298778521574106,0.0598429016331146,0.499271448109018,0.617588166573053,0.717315343916278,"GNPTAB","79158","N-acetylglucosamine-1-phosphate transferase alpha and beta subunits"
"ENSG00000173120",1748.01081013834,-0.0303288509131494,0.0607807368105948,-0.498987878473081,0.617787923478973,0.717454729775774,"KDM2A","22992","lysine demethylase 2A"
"ENSG00000173465",288.709280794717,-0.0537261568013822,0.107675658874583,-0.498962879474557,0.617805535051184,0.717454729775774,"SSSCA1","10534","Sjogren syndrome/scleroderma autoantigen 1"
"ENSG00000168765",193.28379620963,0.0654108619092436,0.131186229163411,0.498610733202533,0.618053642307841,0.717686304785137,"GSTM4","2948","glutathione S-transferase mu 4"
"ENSG00000112110",547.342447549028,-0.0416080791750273,0.0835134878998576,-0.498219871081426,0.618329078116555,0.717949574827211,"MRPL18","29074","mitochondrial ribosomal protein L18"
"ENSG00000204740",4.00963829613186,-0.446340431833449,0.89612671606204,-0.498077363204679,0.618429515039487,0.718009626016383,"MALRD1","340895","MAM and LDL receptor class A domain containing 1"
"ENSG00000232859",15.2282193756626,-0.223986497313597,0.450490026358911,-0.497206340224598,0.619043550866942,0.718665919864276,"LYRM9","201229","LYR motif containing 9"
"ENSG00000173088",1.83784959981383,0.644632702342386,1.29828186382639,0.496527541748504,0.619522260654701,0.719165018708962,NA,NA,NA
"ENSG00000116771",13.0920426990711,0.242270424345644,0.488257595976814,0.49619386639742,0.619757638055572,0.719325011799776,"AGMAT","79814","agmatinase"
"ENSG00000162961",346.271814080302,0.0490595480295198,0.098871751944774,0.496193776933603,0.619757701169328,0.719325011799776,"DPY30","84661","dpy-30, histone methyltransferase complex regulatory subunit"
"ENSG00000176971",388.274159524776,-0.0506239170137802,0.102062286011238,-0.496010024782376,0.619887338131301,0.719418819543201,"FIBIN","387758","fin bud initiation factor homolog (zebrafish)"
"ENSG00000110025",3.75446010676614,0.455901548359806,0.919390619502211,0.495873613118487,0.619983584068081,0.719456683942599,"SNX15","29907","sorting nexin 15"
"ENSG00000135540",187.564222881474,-0.066355171269061,0.13382769454109,-0.495825408160845,0.62001759687576,0.719456683942599,"NHSL1","57224","NHS like 1"
"ENSG00000073598",1.97750662982864,-0.620322960489993,1.25255805220845,-0.49524487858768,0.620427275021792,0.719820534376642,"FNDC8","54752","fibronectin type III domain containing 8"
"ENSG00000253251",20.7606525753087,0.190386820338936,0.384431381591564,0.495242660863757,0.620428840289489,0.719820534376642,"TRAPPC13","80006","trafficking protein particle complex 13"
"ENSG00000280316",0.593386371671214,-1.22872948788647,2.48306267201665,-0.494844331451586,0.620710008735729,0.71992005262825,NA,NA,NA
"ENSG00000163751",0.593386371671214,-1.22872948788647,2.48306267201665,-0.494844331451586,0.620710008735729,0.71992005262825,"CPA3","1359","carboxypeptidase A3"
"ENSG00000180113",0.593386371671214,-1.22872948788647,2.48306267201665,-0.494844331451586,0.620710008735729,0.71992005262825,"TDRD6","221400","tudor domain containing 6"
"ENSG00000221946",0.593386371671214,-1.22872948788647,2.48306267201665,-0.494844331451586,0.620710008735729,0.71992005262825,"FXYD7","53822","FXYD domain containing ion transport regulator 7"
"ENSG00000090554",1.47387168783672,0.73563580021593,1.48715376772747,0.49466021347615,0.62083999066871,0.720014147188814,"FLT3LG","2323","fms related tyrosine kinase 3 ligand"
"ENSG00000116874",143.623499032903,-0.0770217679913032,0.155748849990403,-0.494525436278016,0.620935146953832,0.720067841356958,"WARS2","10352","tryptophanyl tRNA synthetase 2, mitochondrial"
"ENSG00000123095",74.3587318930581,0.102822500143794,0.207960416349743,0.494433036577832,0.621000387263434,0.720086837725295,"BHLHE41","79365","basic helix-loop-helix family member e41"
"ENSG00000274641",1.52191052391454,0.729954253716707,1.47663218954181,0.494337221473688,0.621068042222388,0.720108630813748,"HIST1H2BO","8348","histone cluster 1 H2B family member o"
"ENSG00000159208",62.2990476767682,0.111011447479492,0.224732162010535,0.49397223114993,0.621325790912112,0.720304883150415,"CIART","148523","circadian associated repressor of transcription"
"ENSG00000101888",72.8143778234616,0.106367594895005,0.215336837938726,0.493959119643392,0.621335050854338,0.720304883150415,"NXT2","55916","nuclear transport factor 2 like export factor 2"
"ENSG00000078579",2.32882319718899,-0.566418463678361,1.14778480222823,-0.493488380904465,0.6216675476807,0.720633657206084,"FGF20","26281","fibroblast growth factor 20"
"ENSG00000167617",268.555066708445,0.0576009807789298,0.116796085224965,0.493175611733755,0.621888508602109,0.720833097898378,"CDC42EP5","148170","CDC42 effector protein 5"
"ENSG00000124593",21.6106820903044,0.187020201958635,0.379295470207767,0.493072595505004,0.621961293573193,0.720860769477958,NA,NA,NA
"ENSG00000100625",561.473347123063,-0.0408528399771005,0.0828820504927797,-0.492903345588191,0.622080883246857,0.720942679664401,"SIX4","51804","SIX homeobox 4"
"ENSG00000163815",14.7138155038621,-0.226195140385306,0.459230463818229,-0.492552559568081,0.622328775610429,0.721173257976608,"CLEC3B","7123","C-type lectin domain family 3 member B"
"ENSG00000196247",91.5872419202489,0.0915814676910038,0.186265037892728,0.49167288035958,0.622950612898368,0.721837104559805,"ZNF107","51427","zinc finger protein 107"
"ENSG00000108984",10.7141406567844,-0.26624076450089,0.541664923326218,-0.491522993340564,0.623056593511735,0.721861667073519,"MAP2K6","5608","mitogen-activated protein kinase kinase 6"
"ENSG00000163884",5.37887946640613,0.400313186662474,0.81446518072296,0.491504359102419,0.623069769768098,0.721861667073519,"KLF15","28999","Kruppel like factor 15"
"ENSG00000150991",14029.0875319825,-0.0171308879511274,0.0348674531049401,-0.491314576363487,0.623203971878782,0.721960394399425,"UBC","7316","ubiquitin C"
"ENSG00000173261",2.58961210685706,0.551765358881844,1.12441104308077,0.490714994554005,0.623628039660175,0.722394879235374,"PLAC8L1","153770","PLAC8 like 1"
"ENSG00000166348",123.124216872524,0.0793048947307863,0.161642504601192,0.490619066602866,0.623695898453701,0.72241670476349,"USP54","159195","ubiquitin specific peptidase 54"
"ENSG00000184343",2.04166024071955,-0.604158219603969,1.23346342918497,-0.489806349591717,0.624270937155521,0.723025938844642,"SRPK3","26576","SRSF protein kinase 3"
"ENSG00000205629",414.861264595012,-0.0450536840289077,0.0920762018098187,-0.489308671984158,0.624623182471879,0.723377059820097,"LCMT1","51451","leucine carboxyl methyltransferase 1"
"ENSG00000231274",0.897113054935038,0.93251318558096,1.90676220277999,0.489055837283426,0.624802166204877,0.72352748688045,"SBK3","100130827","SH3 domain binding kinase family member 3"
"ENSG00000118007",1076.32143663141,0.0318602810248425,0.0651697790262678,0.488881219192115,0.624925792688317,0.723613791062257,"STAG1","10274","stromal antigen 1"
"ENSG00000103056",5.18773016635371,-0.382906430692706,0.783766218709747,-0.488546739515075,0.625162627781238,0.723831157847426,"SMPD3","55512","sphingomyelin phosphodiesterase 3"
"ENSG00000114473",67.5209638232948,0.108337177321917,0.222121163332352,0.487739104624697,0.625734649498857,0.724436548649973,"IQCG","84223","IQ motif containing G"
"ENSG00000174276",92.6810165093794,0.0915690951595204,0.187803093330953,0.487580334995624,0.625847127417452,0.724509854990056,"ZNHIT2","741","zinc finger HIT-type containing 2"
"ENSG00000203546",2.09389728190908,-0.634218885522962,1.30336250769256,-0.486602063339821,0.626540361065559,0.725212215316578,NA,NA,NA
"ENSG00000196189",3.09525260826424,-0.497075290346961,1.02178568004625,-0.486477056836872,0.626628968346743,0.725212215316578,"SEMA4A","64218","semaphorin 4A"
"ENSG00000109066",967.678858457163,-0.0344497517037168,0.0708526752774901,-0.486216668161032,0.626813554707084,0.725212215316578,"TMEM104","54868","transmembrane protein 104"
"ENSG00000145700",0.551768441142713,-1.23254978568848,2.5369786313163,-0.485833727755514,0.627085058951936,0.725212215316578,"ANKRD31","256006","ankyrin repeat domain 31"
"ENSG00000046889",0.551768441142713,-1.23254978568848,2.5369786313163,-0.485833727755514,0.627085058951936,0.725212215316578,"PREX2","80243","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2"
"ENSG00000175318",0.551768441142713,-1.23254978568848,2.5369786313163,-0.485833727755514,0.627085058951936,0.725212215316578,"GRAMD2A","196996","GRAM domain containing 2A"
"ENSG00000006047",0.551768441142713,-1.23254978568848,2.5369786313163,-0.485833727755514,0.627085058951936,0.725212215316578,"YBX2","51087","Y-box binding protein 2"
"ENSG00000104953",0.551768441142713,-1.23254978568848,2.5369786313163,-0.485833727755514,0.627085058951936,0.725212215316578,"TLE6","79816","transducin like enhancer of split 6"
"ENSG00000163395",0.567721231008027,-1.16183087078443,2.39215886685595,-0.48568298990587,0.627191945747395,0.725212215316578,"IGFN1","91156","immunoglobulin-like and fibronectin type III domain containing 1"
"ENSG00000009790",0.567721231008027,-1.16183087078443,2.39215886685595,-0.48568298990587,0.627191945747395,0.725212215316578,"TRAF3IP3","80342","TRAF3 interacting protein 3"
"ENSG00000174808",0.567721231008027,-1.16183087078443,2.39215886685595,-0.48568298990587,0.627191945747395,0.725212215316578,"BTC","685","betacellulin"
"ENSG00000255587",0.567721231008027,-1.16183087078443,2.39215886685595,-0.48568298990587,0.627191945747395,0.725212215316578,"RAB44","401258","RAB44, member RAS oncogene family"
"ENSG00000179774",0.567721231008027,-1.16183087078443,2.39215886685595,-0.48568298990587,0.627191945747395,0.725212215316578,"ATOH7","220202","atonal bHLH transcription factor 7"
"ENSG00000108018",0.567721231008027,-1.16183087078443,2.39215886685595,-0.48568298990587,0.627191945747395,0.725212215316578,"SORCS1","114815","sortilin related VPS10 domain containing receptor 1"
"ENSG00000154645",0.567721231008027,-1.16183087078443,2.39215886685595,-0.48568298990587,0.627191945747395,0.725212215316578,"CHODL","140578","chondrolectin"
"ENSG00000117407",1.72682327427201,-0.703100950184518,1.44843134179709,-0.485422353062431,0.627376779351074,0.725369025972867,"ARTN","9048","artemin"
"ENSG00000205853",1.00178248690269,0.866862000158296,1.78655141466563,0.485215254955613,0.62752366202069,0.725467553034573,"RFPL3S","10737","RFPL3 antisense"
"ENSG00000136631",526.924311671034,0.0414751456451877,0.0854869636963818,0.485163396286855,0.627560444676196,0.725467553034573,"VPS45","11311","vacuolar protein sorting 45 homolog"
"ENSG00000046651",199.76771979897,0.0644010280029286,0.132793533041333,0.484971116649809,0.627696834110312,0.725557966783919,"OFD1","8481","OFD1, centriole and centriolar satellite protein"
"ENSG00000130201",1.65937821813256,-0.68034381095354,1.40305524996345,-0.484901653709833,0.627746109283658,0.725557966783919,NA,NA,NA
"ENSG00000100578",369.673696118936,-0.0481966843758558,0.0994185853102313,-0.48478545762304,0.627828539426199,0.725557966783919,"KIAA0586","9786","KIAA0586"
"ENSG00000013523",227.864322729557,0.0599490912343517,0.123663606736543,0.48477553595917,0.627835578124258,0.725557966783919,"ANGEL1","23357","angel homolog 1"
"ENSG00000173698",4.70244622773884,0.411742373485085,0.849763914327651,0.4845373715485,0.628004548590347,0.725696333473775,"ADGRG2","10149","adhesion G protein-coupled receptor G2"
"ENSG00000140157",1084.09119605556,-0.0301284690534773,0.0622059284362893,-0.484334368296336,0.628148588669663,0.725764078716087,"NIPA2","81614","NIPA magnesium transporter 2"
"ENSG00000198003",3.04095485158485,-0.507677476526095,1.04823614378845,-0.484315943057724,0.628161662919149,0.725764078716087,"CCDC151","115948","coiled-coil domain containing 151"
"ENSG00000170634",108.091026823387,-0.083271431723878,0.172096991124336,-0.483863379480681,0.628482831286906,0.726071106641672,"ACYP2","98","acylphosphatase 2"
"ENSG00000160117",6.42531799096479,0.352042764359465,0.727657778624788,0.483802653803544,0.628525931505933,0.726071106641672,"ANKLE1","126549","ankyrin repeat and LEM domain containing 1"
"ENSG00000000971",397.24977385702,0.044898216751951,0.0929076032590199,0.483256646140982,0.628913518834048,0.726461904583133,"CFH","3075","complement factor H"
"ENSG00000095637",8.92476227503881,0.29040869191541,0.601172209324914,0.483070719855005,0.629045523247487,0.726557438998548,"SORBS1","10580","sorbin and SH3 domain containing 1"
"ENSG00000137074",396.491758417556,-0.0463309003399969,0.0961389259213453,-0.481916142665271,0.629865518159667,0.727447535979717,"APTX","54840","aprataxin"
"ENSG00000134551",0.548476995894168,-1.16300788938866,2.41432260472624,-0.48171188353701,0.63001063303882,0.727558118611983,"PRH2","5555","proline rich protein HaeIII subfamily 2"
"ENSG00000166682",0.82401670522344,1.85356224080734,3.84969988109979,0.481482270840761,0.630173777281426,0.727665645338309,"TMPRSS5","80975","transmembrane serine protease 5"
"ENSG00000151065",235.985433382502,-0.0572140956996864,0.118839054393624,-0.481441862623538,0.630202489964593,0.727665645338309,"DCP1B","196513","decapping mRNA 1B"
"ENSG00000184076",807.570938990658,0.0340257507193459,0.070740611331591,0.480993167557641,0.63052135470735,0.727976790103951,"UQCR10","29796","ubiquinol-cytochrome c reductase, complex III subunit X"
"ENSG00000164346",782.975863741167,-0.0333614775656761,0.0694126355047875,-0.480625426812603,0.630782740656019,0.728221528418331,"NSA2","10412","NSA2, ribosome biogenesis homolog"
"ENSG00000214226",31.1701821767565,0.150591626419279,0.313400633592122,0.480508366218774,0.63086595569368,0.728260551031053,"C17orf67","339210","chromosome 17 open reading frame 67"
"ENSG00000188818",12.3508545780111,0.242543702429072,0.504939010061708,0.480342571272977,0.630983822601664,0.728339565907215,"ZDHHC11","79844","zinc finger DHHC-type containing 11"
"ENSG00000145491",2.06932208489744,0.620755779121591,1.29445974067311,0.479548154042089,0.631548719737717,0.728934531403749,"ROPN1L","83853","rhophilin associated tail protein 1 like"
"ENSG00000118520",0.615430879510933,1.16040642311532,2.42275478976351,0.478961563926404,0.631965972562534,0.729147264073505,"ARG1","383","arginase 1"
"ENSG00000165215",0.615430879510933,1.16040642311532,2.42275478976351,0.478961563926404,0.631965972562534,0.729147264073505,"CLDN3","1365","claudin 3"
"ENSG00000264187",0.615430879510933,1.16040642311532,2.42275478976351,0.478961563926404,0.631965972562534,0.729147264073505,NA,NA,NA
"ENSG00000129988",0.615430879510933,1.16040642311532,2.42275478976351,0.478961563926404,0.631965972562534,0.729147264073505,"LBP","3929","lipopolysaccharide binding protein"
"ENSG00000149575",7.92465424843323,-0.297022732892875,0.620165234498625,-0.478941282693803,0.631980401090715,0.729147264073505,"SCN2B","6327","sodium voltage-gated channel beta subunit 2"
"ENSG00000167536",16.0455282083031,-0.210377424367078,0.439413602673886,-0.478768574952858,0.632103274966872,0.729231942580177,"DHRS13","147015","dehydrogenase/reductase 13"
"ENSG00000158526",524.083689285166,0.0404080502279038,0.0844529667807148,0.478468096127692,0.632317076501205,0.729400083657615,"TSR2","90121","TSR2, ribosome maturation factor"
"ENSG00000204852",220.863808668555,0.0582752643317835,0.121806571068555,0.47842463522748,0.632348003046095,0.729400083657615,"TCTN1","79600","tectonic family member 1"
"ENSG00000213920",1.49937484355214,0.755704205516258,1.58016777049285,0.478243019271653,0.632477246949846,0.729492069615498,"MDP1","145553","magnesium dependent phosphatase 1"
"ENSG00000173681",118.946099375507,0.0814870642300966,0.170430942933477,0.478123648367673,0.632562201336302,0.729532962148401,"BCLAF3","256643","BCLAF1 and THRAP3 family member 3"
"ENSG00000123329",3.79237159729877,-0.435140688095369,0.910604723214144,-0.477859028184547,0.632750544626996,0.72966552520264,"ARHGAP9","64333","Rho GTPase activating protein 9"
"ENSG00000186010",11.6945235337739,0.247574053715724,0.518129168731279,0.477823038455735,0.632776162139703,0.72966552520264,"NDUFA13","51079","NADH:ubiquinone oxidoreductase subunit A13"
"ENSG00000187624",20.9062090155739,-0.186251430844829,0.390200769270141,-0.477322049347075,0.633132812255565,0.73001966726823,"C17orf97","400566","chromosome 17 open reading frame 97"
"ENSG00000102466",17.0640739626094,-0.21057515594503,0.441229914200081,-0.477245873790739,0.633187048493706,0.730025089626867,"FGF14","2259","fibroblast growth factor 14"
"ENSG00000163219",7.41019268039148,0.311661379017112,0.653187103695669,0.477139516769028,0.633262776933204,0.730045510085416,"ARHGAP25","9938","Rho GTPase activating protein 25"
"ENSG00000164175",0.526103300479527,-1.16439250577216,2.44172364215881,-0.476873175025936,0.633452434724677,0.730045510085416,"SLC45A2","51151","solute carrier family 45 member 2"
"ENSG00000263020",0.526103300479527,-1.16439250577216,2.44172364215881,-0.476873175025936,0.633452434724677,0.730045510085416,NA,NA,NA
"ENSG00000104112",0.526103300479527,-1.16439250577216,2.44172364215881,-0.476873175025936,0.633452434724677,0.730045510085416,"SCG3","29106","secretogranin III"
"ENSG00000132026",0.526103300479527,-1.16439250577216,2.44172364215881,-0.476873175025936,0.633452434724677,0.730045510085416,"RTBDN","83546","retbindin"
"ENSG00000066923",24.5474526590016,0.171712873814445,0.360229331300109,0.47667654711712,0.633592465842354,0.730149797606115,"STAG3","10734","stromal antigen 3"
"ENSG00000173825",1.78981076373601,0.648756613391945,1.36239148009556,0.476189570230166,0.633939329252559,0.730436360460712,"TIGD3","220359","tigger transposable element derived 3"
"ENSG00000188026",217.863901044124,0.0590616779442468,0.12403009834629,0.476188269877426,0.633940255574228,0.730436360460712,"RILPL1","353116","Rab interacting lysosomal protein like 1"
"ENSG00000139410",52.9801698993069,0.11665343695751,0.245169312654092,0.475807659999011,0.634211412176122,0.73069166609222,"SDSL","113675","serine dehydratase like"
"ENSG00000134744",497.488779964071,0.0423358058839334,0.0890856246657865,0.475226009165456,0.634625890563509,0.731112043705542,"ZCCHC11","23318","zinc finger CCHC-type containing 11"
"ENSG00000251201",1.99890955340497,0.602468376661643,1.2679871114621,0.475137618683636,0.63468888674171,0.731127467000104,"TMED7-TICAM2","100302736","TMED7-TICAM2 readthrough"
"ENSG00000101974",893.955600672434,0.0339097275523465,0.071595440496966,0.473629707659714,0.635763986987504,0.732308686222887,"ATP11C","286410","ATPase phospholipid transporting 11C"
"ENSG00000204498",151.654450062114,0.0695498091336695,0.146966402524676,0.473236113417091,0.636044735647187,0.732574813532998,"NFKBIL1","4795","NFKB inhibitor like 1"
"ENSG00000160799",227.692533743768,-0.0566342895510333,0.119758903908907,-0.472902537535844,0.63628271447712,0.732791642257075,"CCDC12","151903","coiled-coil domain containing 12"
"ENSG00000112183",254.135811474577,0.0586027382413138,0.123963764720333,0.472740872088904,0.636398062924191,0.732867217641563,"RBM24","221662","RNA binding motif protein 24"
"ENSG00000172732",431.240034051827,0.0453684313380695,0.0960164129871469,0.472507042563053,0.636564916105337,0.733002088722592,"MUS81","80198","MUS81 structure-specific endonuclease subunit"
"ENSG00000154162",0.589765738847746,1.15884891505519,2.45409713838888,0.472209879930006,0.636776988343247,0.733121993589801,"CDH12","1010","cadherin 12"
"ENSG00000181085",0.589765738847746,1.15884891505519,2.45409713838888,0.472209879930006,0.636776988343247,0.733121993589801,"MAPK15","225689","mitogen-activated protein kinase 15"
"ENSG00000152154",5.06995565923085,0.375209164467486,0.79467870619555,0.472152030175522,0.636818276695389,0.733121993589801,"TMEM178A","130733","transmembrane protein 178A"
"ENSG00000125775",8.71137039628963,-0.289037537226024,0.612871608373637,-0.471611889467414,0.637203838699987,0.733508566332923,"SDCBP2","27111","syndecan binding protein 2"
"ENSG00000183111",25.5456159076737,-0.163648093593402,0.347065278106598,-0.471519635977931,0.637269700698501,0.733509099516249,"ARHGEF37","389337","Rho guanine nucleotide exchange factor 37"
"ENSG00000124217",205.030430151274,0.0635522314438073,0.134795398787068,0.471471815920058,0.637303841722457,0.733509099516249,"MOCS3","27304","molybdenum cofactor synthesis 3"
"ENSG00000185015",18.8401849957243,-0.196204861886984,0.416247969902485,-0.47136533046143,0.637379869544174,0.733539318861631,"CA13","377677","carbonic anhydrase 13"
"ENSG00000103363",1751.40773510741,0.02467505238647,0.0523804867387217,0.471073369546015,0.637588341546055,0.733679645043723,"ELOB","6923","elongin B"
"ENSG00000178821",2.56465587233207,-0.513052496823833,1.08917978508549,-0.471044820927852,0.637608727963061,0.733679645043723,"TMEM52","339456","transmembrane protein 52"
"ENSG00000188761",1.05512163754397,0.897717361037577,1.90604065009732,0.470985422578339,0.637651144888387,0.733679645043723,"BCL2L15","440603","BCL2 like 15"
"ENSG00000135390",1632.95417866973,-0.0264616735416043,0.0562476276254872,-0.470449593319628,0.63803383927139,0.734062663792486,"ATP5MC2","517","ATP synthase membrane subunit c locus 2"
"ENSG00000139133",41.8123760352653,0.127705632363432,0.27151425554642,0.470345956997453,0.638107868461924,0.734090528872987,"ALG10","84920","ALG10, alpha-1,2-glucosyltransferase"
"ENSG00000197915",0.953743650824864,0.878742222011713,1.86925524639541,0.470102851767431,0.638281536829156,0.734233007320332,"HRNR","388697","hornerin"
"ENSG00000115561",926.912150870061,0.0335332937630522,0.0714308060951327,0.469451425739086,0.638746997312863,0.734698847131257,"CHMP3","51652","charged multivesicular body protein 3"
"ENSG00000149823",706.769419749242,0.0347875306933795,0.0741111738679665,0.469396568395416,0.638786200783005,0.734698847131257,"VPS51","738","VPS51, GARP complex subunit"
"ENSG00000226479",505.926114897108,-0.0399300779998909,0.0851052354593633,-0.469184742681983,0.638937590227056,0.734815622689532,"TMEM185B","79134","transmembrane protein 185B"
"ENSG00000165555",5.08360765933996,0.390365495950624,0.832738265913954,0.468773337228819,0.63923166004177,0.73504644391594,"NOXRED1","122945","NADP dependent oxidoreductase domain containing 1"
"ENSG00000155761",1.45149799242207,0.70945161516237,1.51367106084987,0.468696028821504,0.639286925896213,0.73504644391594,"SPAG17","200162","sperm associated antigen 17"
"ENSG00000007402",6.47351881199039,0.336885884332195,0.718774770700919,0.468694642695483,0.639287916821449,0.73504644391594,"CACNA2D2","9254","calcium voltage-gated channel auxiliary subunit alpha2delta 2"
"ENSG00000111785",230.228332693705,0.0567958824177125,0.121292224036952,0.468256583376768,0.639601112533475,0.735349184532206,"RIC8B","55188","RIC8 guanine nucleotide exchange factor B"
"ENSG00000071626",1675.82016782232,0.0246070989031786,0.0526247942906017,0.467595156140557,0.64007412952118,0.735694115793093,"DAZAP1","26528","DAZ associated protein 1"
"ENSG00000148688",295.705738674196,0.0513373932302463,0.109791961108696,0.467587906362483,0.640079314981336,0.735694115793093,"RPP30","10556","ribonuclease P/MRP subunit p30"
"ENSG00000139915",0.934499415711005,0.849715703037908,1.81734467786195,0.467558913500971,0.640100052526749,0.735694115793093,"MDGA2","161357","MAM domain containing glycosylphosphatidylinositol anchor 2"
"ENSG00000118407",3.29939244050835,0.456704230380043,0.976786546433874,0.467557863125176,0.640100803827849,0.735694115793093,"FILIP1","27145","filamin A interacting protein 1"
"ENSG00000170584",237.572572621229,-0.0553907253246886,0.118570507927246,-0.467154322714681,0.640389471012957,0.735968498423967,"NUDCD2","134492","NudC domain containing 2"
"ENSG00000250317",171.508233969436,-0.0667489811222733,0.143026983875192,-0.466688028466851,0.640723096082487,0.736294502149215,"SMIM20","389203","small integral membrane protein 20"
"ENSG00000213930",75.67220067974,-0.0977774549089266,0.209989094370039,-0.465631109092861,0.641479571429097,0.737106340536569,"GALT","2592","galactose-1-phosphate uridylyltransferase"
"ENSG00000185651",1870.76261521352,0.0246581907673095,0.0530061077423028,0.465195273103036,0.641791623455246,0.737395053677215,"UBE2L3","7332","ubiquitin conjugating enzyme E2 L3"
"ENSG00000089818",625.842948357997,0.0360910913868068,0.0775918179028056,0.465140427976773,0.641830896225493,0.737395053677215,"NECAP1","25977","NECAP endocytosis associated 1"
"ENSG00000188010",111.2214351285,0.0791587831808157,0.170429023319457,0.464467739349994,0.642312667647103,0.737891035605503,"MORN2","729967","MORN repeat containing 2"
"ENSG00000091129",15.7373406484642,-0.209143407134869,0.450612480921779,-0.464131412221522,0.642553597513079,0.738110282162724,"NRCAM","4897","neuronal cell adhesion molecule"
"ENSG00000124614",56.4622005095409,0.1138793713195,0.245513938115684,0.463840758669438,0.642761839148895,0.738291948045859,"RPS10","6204","ribosomal protein S10"
"ENSG00000174775",701.293575544721,0.0377106161642849,0.0813616732991973,0.463493616037232,0.643010589740019,0.738520111563934,"HRAS","3265","HRas proto-oncogene, GTPase"
"ENSG00000197776",16.3067020542139,-0.200259368314489,0.432151456572951,-0.46340088704684,0.643077042952395,0.738538880934496,"KLHDC1","122773","kelch domain containing 1"
"ENSG00000156239",167.915369994444,-0.0695664450191278,0.150326505446225,-0.462768989491432,0.643529961403388,0.73900144702845,"N6AMT1","29104","N-6 adenine-specific DNA methyltransferase 1"
"ENSG00000113231",22.9141565634656,-0.171860975152388,0.371545894979423,-0.462556517175103,0.643682282677847,0.739077070750393,"PDE8B","8622","phosphodiesterase 8B"
"ENSG00000179399",8.85178932419127,-0.281648534390208,0.608971497948418,-0.462498713550736,0.643723724651715,0.739077070750393,"GPC5","2262","glypican 5"
"ENSG00000169629",12.7994610657517,0.234507448997541,0.507079002536327,0.462467283844475,0.643746258462667,0.739077070750393,"RGPD8","727851","RANBP2-like and GRIP domain containing 8"
"ENSG00000091622",275.772276192726,-0.0539503798464015,0.116743841855145,-0.462126130073249,0.643990872800392,0.739300318066067,"PITPNM3","83394","PITPNM family member 3"
"ENSG00000163050",98.0800009707092,-0.087021281625825,0.188362095010482,-0.461989348870762,0.644088958595549,0.739355329214207,"COQ8A","56997","coenzyme Q8A"
"ENSG00000184933",0.552379378071779,1.15650951712587,2.50380913410589,0.461900031185429,0.644153011649701,0.739371268356176,"OR6A2","8590","olfactory receptor family 6 subfamily A member 2"
"ENSG00000105982",8.92573613588122,-0.289157344976221,0.626128073575818,-0.461818208094141,0.644211692369359,0.739381039026525,"RNF32","140545","ring finger protein 32"
"ENSG00000243678",39.682166434477,-0.133017345330087,0.28808110399343,-0.461735752488371,0.644270828949957,0.739391331339703,"NME2","4831","NME/NM23 nucleoside diphosphate kinase 2"
"ENSG00000115257",9.74722791882919,0.258797113128881,0.561219499358333,0.461133501998371,0.644702827025279,0.739829499704007,"PCSK4","54760","proprotein convertase subtilisin/kexin type 4"
"ENSG00000071655",1010.454713248,0.0301363915690744,0.0653696938997514,0.46101472672169,0.644788039450059,0.739855908503618,"MBD3","53615","methyl-CpG binding domain protein 3"
"ENSG00000099958",4.57044413916822,-0.378858731470204,0.82188804853227,-0.460961480273099,0.644826241330504,0.739855908503618,"DERL3","91319","derlin 3"
"ENSG00000143882",10.7738278450993,0.24912415416678,0.540747372989336,0.460703401644992,0.645011414173329,0.740010759932004,"ATP6V1C2","245973","ATPase H+ transporting V1 subunit C2"
"ENSG00000001626",8.63369171871236,0.278358345409534,0.604699817802656,0.460324837571519,0.645283075822922,0.740264806684691,"CFTR","1080","cystic fibrosis transmembrane conductance regulator"
"ENSG00000183401",46.8212178738535,-0.12112861701382,0.263185527990273,-0.460240416480257,0.645343663763057,0.740276690266184,"CCDC159","126075","coiled-coil domain containing 159"
"ENSG00000100271",106.133236602425,-0.0798773540519242,0.17395568371297,-0.459182202886358,0.646103329747916,0.741090425233464,"TTLL1","25809","tubulin tyrosine ligase like 1"
"ENSG00000108551",38.4941447683695,-0.13162707363139,0.286913414716335,-0.458769325099444,0.646399824909386,0.741372810857162,"RASD1","51655","ras related dexamethasone induced 1"
"ENSG00000102886",4.50755462267683,-0.37755014868316,0.823288084405763,-0.458588136807142,0.646529957301962,0.741428399824537,"GDPD3","79153","glycerophosphodiester phosphodiesterase domain containing 3"
